Paula painted a cake in a closet .	paint . agent ( x _ 1 , Paula ) AND paint . theme ( x _ 1 , x _ 3 ) AND cake ( x _ 3 ) AND cake . nmod . in ( x _ 3 , x _ 6 ) AND closet ( x _ 6 )	prim_to_subj_proper
Zoe thought that a hippo cleaned .	think . agent ( x _ 1 , Zoe ) AND think . ccomp ( x _ 1 , x _ 5 ) AND hippo ( x _ 4 ) AND clean . agent ( x _ 5 , x _ 4 )	only_seen_as_unacc_subj_as_obj_omitted_transitive_subj
The princess teleported a cookie to the goose .	* princess ( x _ 1 ) ; * goose ( x _ 7 ) ; teleport . agent ( x _ 2 , x _ 1 ) AND teleport . theme ( x _ 2 , x _ 4 ) AND teleport . recipient ( x _ 2 , x _ 7 ) AND cookie ( x _ 4 )	do_dative_to_pp_dative
A cockroach gave a pretzel to Olivia .	cockroach ( x _ 1 ) AND give . agent ( x _ 2 , x _ 1 ) AND give . theme ( x _ 2 , x _ 4 ) AND give . recipient ( x _ 2 , Olivia ) AND pretzel ( x _ 4 )	obj_to_subj_common
The girl hoped that the hippo painted .	* girl ( x _ 1 ) ; * hippo ( x _ 5 ) ; hope . agent ( x _ 2 , x _ 1 ) AND hope . ccomp ( x _ 2 , x _ 6 ) AND paint . agent ( x _ 6 , x _ 5 )	only_seen_as_unacc_subj_as_obj_omitted_transitive_subj
Emma declared that a cobra grew .	declare . agent ( x _ 1 , Emma ) AND declare . ccomp ( x _ 1 , x _ 5 ) AND cobra ( x _ 4 ) AND grow . theme ( x _ 5 , x _ 4 )	only_seen_as_transitive_subj_as_unacc_subj
William tolerated that Charlie fed the cake on the stage to the boy .	* cake ( x _ 6 ) ; * stage ( x _ 9 ) ; * boy ( x _ 12 ) ; tolerate . agent ( x _ 1 , William ) AND tolerate . ccomp ( x _ 1 , x _ 4 ) AND feed . agent ( x _ 4 , Charlie ) AND feed . theme ( x _ 4 , x _ 6 ) AND feed . recipient ( x _ 4 , x _ 12 ) AND cake . nmod . on ( x _ 6 , x _ 9 )	obj_to_subj_proper
Paula promised a chair beside the computer to Emma .	* computer ( x _ 6 ) ; promise . agent ( x _ 1 , Paula ) AND promise . theme ( x _ 1 , x _ 3 ) AND promise . recipient ( x _ 1 , Emma ) AND chair ( x _ 3 ) AND chair . nmod . beside ( x _ 3 , x _ 6 )	prim_to_subj_proper
Charlie loaned the cake in a house to the girl .	* cake ( x _ 3 ) ; * girl ( x _ 9 ) ; loan . agent ( x _ 1 , Charlie ) AND loan . theme ( x _ 1 , x _ 3 ) AND loan . recipient ( x _ 1 , x _ 9 ) AND cake . nmod . in ( x _ 3 , x _ 6 ) AND house ( x _ 6 )	obj_to_subj_proper
James rolled Paula .	roll . agent ( x _ 1 , James ) AND roll . theme ( x _ 1 , Paula )	prim_to_obj_proper
Jaxon squeezed the cookie in the bucket .	* cookie ( x _ 3 ) ; * bucket ( x _ 6 ) ; squeeze . agent ( x _ 1 , Jaxon ) AND squeeze . theme ( x _ 1 , x _ 3 ) AND cookie . nmod . in ( x _ 3 , x _ 6 )	passive_to_active
