The queen froze the strawberry in the cabinet beside the shoe on the chair in the box on a road on a rock on a bench in a cage beside the bed on a vessel on the table beside the book .	* queen ( x _ 1 ) ; * strawberry ( x _ 4 ) ; * cabinet ( x _ 7 ) ; * shoe ( x _ 10 ) ; * chair ( x _ 13 ) ; * box ( x _ 16 ) ; * bed ( x _ 31 ) ; * table ( x _ 37 ) ; * book ( x _ 40 ) ; freeze . agent ( x _ 2 , x _ 1 ) AND freeze . theme ( x _ 2 , x _ 4 ) AND strawberry . nmod . in ( x _ 4 , x _ 7 ) AND cabinet . nmod . beside ( x _ 7 , x _ 10 ) AND shoe . nmod . on ( x _ 10 , x _ 13 ) AND chair . nmod . in ( x _ 13 , x _ 16 ) AND box . nmod . on ( x _ 16 , x _ 19 ) AND road ( x _ 19 ) AND road . nmod . on ( x _ 19 , x _ 22 ) AND rock ( x _ 22 ) AND rock . nmod . on ( x _ 22 , x _ 25 ) AND bench ( x _ 25 ) AND bench . nmod . in ( x _ 25 , x _ 28 ) AND cage ( x _ 28 ) AND cage . nmod . beside ( x _ 28 , x _ 31 ) AND bed . nmod . on ( x _ 31 , x _ 34 ) AND vessel ( x _ 34 ) AND vessel . nmod . on ( x _ 34 , x _ 37 ) AND table . nmod . beside ( x _ 37 , x _ 40 )	pp_recursion
A girl valued that Samuel admired that a monkey liked that Luna liked that Oliver respected that Savannah hoped that a penguin noticed that Emma noticed that the lawyer noticed that a cake grew .	* lawyer ( x _ 28 ) ; girl ( x _ 1 ) AND value . agent ( x _ 2 , x _ 1 ) AND value . ccomp ( x _ 2 , x _ 5 ) AND admire . agent ( x _ 5 , Samuel ) AND admire . ccomp ( x _ 5 , x _ 9 ) AND monkey ( x _ 8 ) AND like . agent ( x _ 9 , x _ 8 ) AND like . ccomp ( x _ 9 , x _ 12 ) AND like . agent ( x _ 12 , Luna ) AND like . ccomp ( x _ 12 , x _ 15 ) AND respect . agent ( x _ 15 , Oliver ) AND respect . ccomp ( x _ 15 , x _ 18 ) AND hope . agent ( x _ 18 , Savannah ) AND hope . ccomp ( x _ 18 , x _ 22 ) AND penguin ( x _ 21 ) AND notice . agent ( x _ 22 , x _ 21 ) AND notice . ccomp ( x _ 22 , x _ 25 ) AND notice . agent ( x _ 25 , Emma ) AND notice . ccomp ( x _ 25 , x _ 29 ) AND notice . agent ( x _ 29 , x _ 28 ) AND notice . ccomp ( x _ 29 , x _ 33 ) AND cake ( x _ 32 ) AND grow . theme ( x _ 33 , x _ 32 )	cp_recursion
The baby on a tray in the house screamed .	* baby ( x _ 1 ) ; * house ( x _ 7 ) ; baby . nmod . on ( x _ 1 , x _ 4 ) AND tray ( x _ 4 ) AND tray . nmod . in ( x _ 4 , x _ 7 ) AND scream . agent ( x _ 8 , x _ 1 )	obj_pp_to_subj_pp
The spokesman in the house served Emma the rose .	* spokesman ( x _ 1 ) ; * house ( x _ 4 ) ; * rose ( x _ 8 ) ; spokesman . nmod . in ( x _ 1 , x _ 4 ) AND serve . agent ( x _ 5 , x _ 1 ) AND serve . recipient ( x _ 5 , Emma ) AND serve . theme ( x _ 5 , x _ 8 )	obj_pp_to_subj_pp
A donkey in the room sold Ella a donut .	* room ( x _ 4 ) ; donkey ( x _ 1 ) AND donkey . nmod . in ( x _ 1 , x _ 4 ) AND sell . agent ( x _ 5 , x _ 1 ) AND sell . recipient ( x _ 5 , Ella ) AND sell . theme ( x _ 5 , x _ 8 ) AND donut ( x _ 8 )	obj_pp_to_subj_pp
The bee hoped that the girl said that Olivia said that Liam liked that Lincoln liked that James liked that the boy liked that the writer appreciated that a giraffe declared that Emma meant that a professor liked that a bean slid .	* bee ( x _ 1 ) ; * girl ( x _ 5 ) ; * boy ( x _ 21 ) ; * writer ( x _ 25 ) ; hope . agent ( x _ 2 , x _ 1 ) AND hope . ccomp ( x _ 2 , x _ 6 ) AND say . agent ( x _ 6 , x _ 5 ) AND say . ccomp ( x _ 6 , x _ 9 ) AND say . agent ( x _ 9 , Olivia ) AND say . ccomp ( x _ 9 , x _ 12 ) AND like . agent ( x _ 12 , Liam ) AND like . ccomp ( x _ 12 , x _ 15 ) AND like . agent ( x _ 15 , Lincoln ) AND like . ccomp ( x _ 15 , x _ 18 ) AND like . agent ( x _ 18 , James ) AND like . ccomp ( x _ 18 , x _ 22 ) AND like . agent ( x _ 22 , x _ 21 ) AND like . ccomp ( x _ 22 , x _ 26 ) AND appreciate . agent ( x _ 26 , x _ 25 ) AND appreciate . ccomp ( x _ 26 , x _ 30 ) AND giraffe ( x _ 29 ) AND declare . agent ( x _ 30 , x _ 29 ) AND declare . ccomp ( x _ 30 , x _ 33 ) AND mean . agent ( x _ 33 , Emma ) AND mean . ccomp ( x _ 33 , x _ 37 ) AND professor ( x _ 36 ) AND like . agent ( x _ 37 , x _ 36 ) AND like . ccomp ( x _ 37 , x _ 41 ) AND bean ( x _ 40 ) AND slide . theme ( x _ 41 , x _ 40 )	cp_recursion
Aiden liked that Liam liked that Avery appreciated that the dog expected that a cat liked that Emma appreciated that a donut was loved .	* dog ( x _ 10 ) ; like . agent ( x _ 1 , Aiden ) AND like . ccomp ( x _ 1 , x _ 4 ) AND like . agent ( x _ 4 , Liam ) AND like . ccomp ( x _ 4 , x _ 7 ) AND appreciate . agent ( x _ 7 , Avery ) AND appreciate . ccomp ( x _ 7 , x _ 11 ) AND expect . agent ( x _ 11 , x _ 10 ) AND expect . ccomp ( x _ 11 , x _ 15 ) AND cat ( x _ 14 ) AND like . agent ( x _ 15 , x _ 14 ) AND like . ccomp ( x _ 15 , x _ 18 ) AND appreciate . agent ( x _ 18 , Emma ) AND appreciate . ccomp ( x _ 18 , x _ 23 ) AND donut ( x _ 21 ) AND love . theme ( x _ 23 , x _ 21 )	cp_recursion
Jackson proved that Liam noticed that Emma liked that James liked that a teacher liked that the princess wished that the dog supported that Anthony hoped that a girl said that a giraffe liked that a pen was collapsed .	* princess ( x _ 17 ) ; * dog ( x _ 21 ) ; prove . agent ( x _ 1 , Jackson ) AND prove . ccomp ( x _ 1 , x _ 4 ) AND notice . agent ( x _ 4 , Liam ) AND notice . ccomp ( x _ 4 , x _ 7 ) AND like . agent ( x _ 7 , Emma ) AND like . ccomp ( x _ 7 , x _ 10 ) AND like . agent ( x _ 10 , James ) AND like . ccomp ( x _ 10 , x _ 14 ) AND teacher ( x _ 13 ) AND like . agent ( x _ 14 , x _ 13 ) AND like . ccomp ( x _ 14 , x _ 18 ) AND wish . agent ( x _ 18 , x _ 17 ) AND wish . ccomp ( x _ 18 , x _ 22 ) AND support . agent ( x _ 22 , x _ 21 ) AND support . ccomp ( x _ 22 , x _ 25 ) AND hope . agent ( x _ 25 , Anthony ) AND hope . ccomp ( x _ 25 , x _ 29 ) AND girl ( x _ 28 ) AND say . agent ( x _ 29 , x _ 28 ) AND say . ccomp ( x _ 29 , x _ 33 ) AND giraffe ( x _ 32 ) AND like . agent ( x _ 33 , x _ 32 ) AND like . ccomp ( x _ 33 , x _ 38 ) AND pen ( x _ 36 ) AND collapse . theme ( x _ 38 , x _ 36 )	cp_recursion
A cat in the house was offered the cake by the boy beside a table .	* house ( x _ 4 ) ; * cake ( x _ 8 ) ; * boy ( x _ 11 ) ; cat ( x _ 1 ) AND cat . nmod . in ( x _ 1 , x _ 4 ) AND offer . recipient ( x _ 6 , x _ 1 ) AND offer . theme ( x _ 6 , x _ 8 ) AND offer . agent ( x _ 6 , x _ 11 ) AND boy . nmod . beside ( x _ 11 , x _ 14 ) AND table ( x _ 14 )	obj_pp_to_subj_pp
A politician ate the cake in a cup in the garden beside a bed in a house in a trailer in the car on the tree in the pod in a bag on a glacier in a condo .	* cake ( x _ 4 ) ; * garden ( x _ 10 ) ; * car ( x _ 22 ) ; * tree ( x _ 25 ) ; * pod ( x _ 28 ) ; politician ( x _ 1 ) AND eat . agent ( x _ 2 , x _ 1 ) AND eat . theme ( x _ 2 , x _ 4 ) AND cake . nmod . in ( x _ 4 , x _ 7 ) AND cup ( x _ 7 ) AND cup . nmod . in ( x _ 7 , x _ 10 ) AND garden . nmod . beside ( x _ 10 , x _ 13 ) AND bed ( x _ 13 ) AND bed . nmod . in ( x _ 13 , x _ 16 ) AND house ( x _ 16 ) AND house . nmod . in ( x _ 16 , x _ 19 ) AND trailer ( x _ 19 ) AND trailer . nmod . in ( x _ 19 , x _ 22 ) AND car . nmod . on ( x _ 22 , x _ 25 ) AND tree . nmod . in ( x _ 25 , x _ 28 ) AND pod . nmod . in ( x _ 28 , x _ 31 ) AND bag ( x _ 31 ) AND bag . nmod . on ( x _ 31 , x _ 34 ) AND glacier ( x _ 34 ) AND glacier . nmod . in ( x _ 34 , x _ 37 ) AND condo ( x _ 37 )	pp_recursion
